term	section	course	instructor	whenWhere
Fall 2016	0085	MATH-192	Ahmadieh	MTWTH 8:00-9:05am MA-249
Fall 2018	0664	MATH-193	Ahmadieh	TTH 02:30PM-05:00PM MA-105
Fall 2017	1013	MATH-090	Ahmadieh	MW 3:30-5:45pm L-102A
Fall 2015	1050	MATH-090	Ahmadieh	MW 9:15-12:20pm HSF-180 9/09-12/16
Spring 2017	1154	MATH-120	Ahmadieh	MTWTH 8:00-9:05am MA-240
Spring 2018	1218	MATH-120	Ahmadieh	MW 02:00PM-04:15PM L-141 1/20-5/25
Spring 2017	1543	MATH-121	Ahmadieh	MW 3:30-4:50pm MA-240
Fall 2016	3101	MATH-075	Ahmadieh	MTWTH 9:30-10:20am LC-206
Fall 2015	3597	MATH-135	Ahmadieh	MTWTH 8:00-8:50am MA-105
Fall 2015	3599	MATH-135	Ahmadieh	TTH 10:00-11:50am L-141
Spring 2018	8011	MATH-135	Ahmadieh	MW 07:00PM-08:50PM MA-108 1/20-5/25
Fall 2017	8107	MATH-120	Ahmadieh	MW 7:00-9:15pm MA-105
Summer 2018	8122	MATH-192	Ahmadieh	MTWTH 06:00PM-09:30PM MA-245 6/18-7/26
Summer 2017	8124	MATH-193	Ahmadieh	MTWTH 6:00-9:30pm MA-241 6/19-7/27
Spring 2016	8200	MATH-075	Ahmadieh	TTH 4:30-6:20pm LC-206
Spring 2016	8203	MATH-090	Ahmadieh	TTH 7:00-9:15pm MA-240
Fall 2018	8244	MATH-135	Ahmadieh	TTH 06:00PM-08:05PM LA-207
Spring 2019	8258	MATH-294	Ahmadieh	MW 07:25PM-09:55PM MA-109 1/28-5/24
Spring 2019	8333	MATH-142	Ahmadieh	MW 04:05PM-06:10PM MA-251 1/28-5/24
Fall 2017N	1013	MATH-090N	Ahmadieh	MWNNNN 3:30-5:45pmN L-102AN FullTermN
Fall 2017N	1013	MATH-090N	Ahmadieh	MWNNNN 3:30-5:45pmN L-102AN FullTermN
Fall 2017N	1013	MATH-090N	Ahmadieh	MWNNNN 3:30-5:45pmN L-102AN FullTermN
Fall 2017N	1013	MATH-090N	Ahmadieh	MWNNNN 3:30-5:45pmN L-102AN FullTermN
Fall 2014	8083	ECON-220	Akaba	W 7:00-9:50pm LA-215
Fall 2017	8083	ECON-220	Akaba	W 7:00-9:50pm LA-215
Fall 2016	8083	ECON-220	Akaba	W 7:00-9:50pm LA-215
Fall 2018	8083	ECON-220	Akaba	W 06:30PM-09:40PM LA-215
Fall 2015	8083	ECON-220	Akaba	W 7:00-9:50pm LA-215
Fall 2013	8084	ECON-221	Akaba	W 7:00-9:50pm LA-107
Spring 2019	8563	ECON-220	Akaba	W 06:30PM-09:40PM BFL-213 1/28-5/24
Spring 2016	8563	ECON-220	Akaba	W 7:00-9:50pm L-102B
Spring 2018	8563	ECON-220	Akaba	W 07:00PM-09:50PM MA-103 1/20-5/25
Spring 2017	8563	ECON-220	Akaba	W 7:00-9:50pm MA-103
Spring 2015	8566	ECON-220	Akaba	M 7:00-9:50pm MA-104
Spring 2010	9018	MATH-050	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2011	9018	MATH-050	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Spring 2010	9019	MATH-051	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2011	9019	MATH-051	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Spring 2011	9020	MATH-052	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Spring 2010	9020	MATH-052	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2010	9021	MATH-053	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2011	9021	MATH-053	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Summer 2015	9036	MATH-120	Akanyirige	MTWTH 10:30-2:00pm SRC-W216 6/15-7/23
Summer 2016	9036	MATH-120	Akanyirige	MTWTH 10:30-2:00pm SRC-W216 6/20-7/28
Summer 2014	9036	MATH-120	Akanyirige	MTWTH 10:30-2:00pm SRC-W216 6/16-7/24
Summer 2017	9036	MATH-120	Akanyirige	MTWTH 10:30-2:00pm SRC-W216 6/19-7/27
Summer 2018	9036	MATH-120	Akanyirige	MTWTH 10:30AM-02:00PM SRC-W216 6/18-7/26
Spring 2009	9051	MATH-110	Akanyirige	online 1/16-5/22
Spring 2011	9051	MATH-110	Akanyirige	online 1/28-5/27
Spring 2010	9051	MATH-110	Akanyirige	online
Spring 2008	9051	MATH-110	Akanyirige	online 1/18-5/23
Spring 2016	9072	MATH-192	Akanyirige	TTH 6:30-8:45pm SRC-E230
Summer 2010	9074	MATH-051	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Summer 2010	9075	MATH-050	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Fall 2009	9075	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E226
Fall 2002	9075	MATH-110	Akanyirige	MW 9:30-11:45am SRV-101
Fall 2007	9075	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E229 8/16-12/16
Fall 2001	9075	MATH-110	Akanyirige	MW 9:30-11:45am SRV-101
Fall 2003	9075	MATH-110	Akanyirige	MW 9:30-11:45am SRV-101
Fall 2004	9075	MATH-110	Akanyirige	MTWTH 8:15-9:20am SRV-101 8/19-12/19
Fall 2010	9075	MATH-110	Akanyirige	MW 8:30-10:45am SRV-E226
Fall 2008	9075	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E229
Summer 2010	9076	MATH-052	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Fall 2014	9078	MATH-120	Akanyirige	TTH 8:30-10:45am SRC-E229
Summer 2010	9079	MATH-053	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Fall 2018	9082	MATH-142	Akanyirige	MW 09:35AM-11:40AM SRC-W216
Fall 2010	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRV-E229
Fall 2001	9082	MATH-142	Akanyirige	MW 12:00-1:50pm SRV-101
Fall 2004	9082	MATH-142	Akanyirige	MW 12:00-1:50pm SRV-101 8/19-12/19
Fall 2005	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRV-101
Fall 2002	9082	MATH-142	Akanyirige	MW 12:00-1:50pm SRV-101
Fall 2003	9082	MATH-142	Akanyirige	MW 12:00-1:50pm SRV-101
Fall 2007	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E229 8/16-12/16
Fall 2008	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E229
Fall 2012	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E229 8/17-12/17
Fall 2009	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E229
Fall 2011	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E229 8/17-12/17
Fall 2006	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRV-101
Fall 2017	9084	MATH-142	Akanyirige	TTH 11:00-12:50pm SRC-E225
Fall 2014	9084	MATH-142	Akanyirige	TTH 11:00-12:50pm SRC-E225
Fall 2016	9084	MATH-142	Akanyirige	TTH 11:00-12:50pm SRC-E225
Fall 2015	9084	MATH-142	Akanyirige	TTH 11:00-12:50pm SRC-E225
Fall 2013	9094	MATH-135SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2011	9094	MATH-135SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2012	9094	MATH-135SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2014	9094	MATH-135SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2011	9103	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E226 8/17-12/17
Fall 2017	9103	MATH-090	Akanyirige	MW 8:30-10:45am SRC-E226
Fall 2016	9103	MATH-090	Akanyirige	MW 8:30-10:45am SRC-E226
Fall 2012	9103	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E226 8/17-12/17
Fall 2015	9103	MATH-090	Akanyirige	MW 8:30-10:45am SRC-E226
Fall 2014	9103	MATH-090	Akanyirige	MW 8:30-10:45am SRC-E226
Fall 2013	9103	MATH-090	Akanyirige	MW 8:30-10:45am SRC-E226
Fall 2018	9104	MATH-142	Akanyirige	MW 12:45PM-03:35PM SRC-E229 9/25-12/13
Fall 2013	9105	MATH-090	Akanyirige	TTH 11:00-1:15pm SRC-E229
Fall 2013	9108	MATH-090SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2014	9108	MATH-090SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2011	9108	MATH-110SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2012	9108	MATH-110SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2008	9174	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRC-E187
Fall 2007	9174	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRC-E187 8/16-12/16
Fall 2005	9174	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRV-110A
Fall 2001	9174	MATH-110A	Akanyirige	TTH 7:00-9:15pm SRV-218
Fall 2002	9174	MATH-110A	Akanyirige	TTH 7:00-9:15pm SRV-110
Fall 2003	9174	MATH-110A	Akanyirige	TTH 7:00-9:15pm SRV-110A
Fall 2004	9174	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRV-110A 8/19-12/19
Fall 2006	9174	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRV-110A
Fall 2003	9175	MATH-110B	Akanyirige	TTH 7:00-9:15pm SRV-110A
Fall 2002	9175	MATH-110B	Akanyirige	TTH 7:00-9:15pm SRV-110
Fall 2001	9175	MATH-110B	Akanyirige	TTH 7:00-9:15pm SRV-218
Fall 2007	9212	MATH-075	Akanyirige	TTH 8:30-10:50am SRC-E229 8/16-12/16
Fall 2006	9212	MATH-075	Akanyirige	TTH 8:30-10:50am SRV-109
Fall 2012	9214	MATH-075SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2014	9214	MATH-075SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2011	9214	MATH-075SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2013	9214	MATH-075SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Summer 2001	9273	MATH-120	Akanyirige	MTWTH 8:30-12:00pm SRV-101 6/18-7/26
Summer 2002	9273	MATH-120	Akanyirige	MTWTH 8:30-12:00pm SRV-101 6/17-7/25
Summer 2007	9273	MATH-075	Akanyirige	MTWTH 8:15-11:50am SRC-217 6/18-7/26
Summer 2006	9273	MATH-075	Akanyirige	MTWTH 8:15-11:50am SRV-201 6/19-7/27
Summer 2007	9274	MATH-110SP	Akanyirige	TWTH 6:15-10:20pm SRC-176 6/19-8/02
Summer 2006	9274	MATH-110SP	Akanyirige	TWTH 6:15-10:25pm SRV-110A 6/20-8/03
Summer 2009	9274	MATH-110SP	Akanyirige	MTWTH 6:00-9:30pm SRC-E176 6/23-7/30
Summer 2008	9274	MATH-110SP	Akanyirige	TWTH 6:15-10:20pm SRC-E176 6/17-7/31
Summer 2001	9274	MATH-110A	Akanyirige	TWTH 6:30-9:45pm SRV-101 6/5-7/26
Summer 2003	9274	MATH-110A	Akanyirige	TWTH 6:30-10:00pm SRV-110A 6/10-7/31
Summer 2004	9274	MATH-110A	Akanyirige	TWTH 6:30-10:00pm SRV-110A 6/15-8/05
Summer 2002	9274	MATH-110A	Akanyirige	TWTH 6:30-10:00pm SRV-101 6/11-8/01
Summer 2010	9274	MATH-110SP	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Summer 2005	9274	MATH-110SP	Akanyirige	TWTH 6:30-10:00pm SRV-110A 6/21-8/11
Summer 2010	9275	MATH-075SP	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Summer 2004	9275	MATH-110B	Akanyirige	TWTH 6:30-10:00pm SRV-110A 6/15-8/05
Summer 2003	9275	MATH-110B	Akanyirige	TWTH 6:30-10:00pm SRV-110A 6/10-7/31
Summer 2001	9275	MATH-110B	Akanyirige	TWTH 6:30-9:45pm SRV-101 6/5-7/26
Summer 2002	9275	MATH-110B	Akanyirige	TWTH 6:30-10:00pm SRV-101 6/11-8/01
Summer 2008	9275	MATH-075SP	Akanyirige	TWTH 6:15-9:30pm SRC-E176 6/17-7/31
Summer 2006	9275	MATH-075SP	Akanyirige	TWTH 6:15-9:30pm SRV-110A 6/20-8/03
Summer 2007	9275	MATH-075SP	Akanyirige	TWTH 6:15-9:30pm SRC-176 6/19-8/02
Summer 2009	9275	MATH-075SP	Akanyirige	MTWTH 6:00-8:50pm SRC-E176 6/23-7/30
Fall 2014	9276	MATH-120SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2012	9276	MATH-120SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2013	9276	MATH-120SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Summer 2010	9276	MATH-120SP	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Fall 2011	9276	MATH-120SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Summer 2003	9278	MATH-110A	Akanyirige	MTWTH 8:30-12:00pm SRV-110A 6/23-7/31
Summer 2003	9279	MATH-110B	Akanyirige	MTWTH 8:30-12:00pm SRV-110A 6/23-7/31
Summer 2010	9279	MATH-135SP	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Fall 2014	9380	MATH-050	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2010	9380	MATH-075SP	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2011	9380	MATH-075SP	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Spring 2012	9380	MATH-075SP	Akanyirige	TTH 6:30-7:45pm SRC-E160
Spring 2013	9380	MATH-075SP	Akanyirige	TTH 6:30-7:45pm SRC-E160
Spring 2015	9380	MATH-075SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2008	9380	MATH-075SP	Akanyirige	TTH 7:00-8:50pm SRC-E176
Spring 2005	9380	MATH-075SP	Akanyirige	TTH 7:00-8:50pm SRV-110A
Fall 2015	9380	MATH-075SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2006	9380	MATH-075SP	Akanyirige	TTH 7:00-8:50pm SRC-176
Spring 2009	9380	MATH-075SP	Akanyirige	TTH 7:00-8:50pm SRC-E176
Spring 2007	9380	MATH-075SP	Akanyirige	TTH 7:00-8:50pm SRC-176
Fall 2012	9381	MATH-051	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Spring 2015	9381	MATH-090SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2015	9381	MATH-090SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2013	9381	MATH-050	Akanyirige	TTH 6:30-7:45pm SRC-E160
Fall 2014	9381	MATH-051	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2014	9382	MATH-052	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2015	9382	MATH-120SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2013	9382	MATH-051	Akanyirige	TTH 6:30-7:45pm SRC-E160
Fall 2015	9382	MATH-120SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2012	9382	MATH-052	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Spring 2015	9383	MATH-135SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2015	9383	MATH-135SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2014	9383	MATH-053	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2013	9383	MATH-052	Akanyirige	TTH 6:30-7:45pm SRC-E160
Spring 2013	9384	MATH-053	Akanyirige	TTH 6:30-7:45pm SRC-E160
Fall 2015	9385	MATH-050	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2015	9386	MATH-051	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2015	9387	MATH-052	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2015	9388	MATH-053	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2017	9396	MATH-142	Akanyirige	MW 4:00-5:50pm SRC-E227
Spring 2019	9396	MATH-142	Akanyirige	MW 04:05PM-06:10PM SRC-E227 1/28-5/24
Spring 2018	9396	MATH-142	Akanyirige	MW 04:00PM-05:50PM SRC-E227 1/20-5/25
Spring 2013	9405	MATH-075	Akanyirige	TTH 9:00-10:50am SRC-E226
Spring 2012	9405	MATH-075	Akanyirige	TTH 9:00-10:50am SRC-E226
Spring 2013	9408	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E225
Spring 2012	9408	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E225
Spring 2018	9408	MATH-090	Akanyirige	MW 08:30AM-10:45AM SRC-W218 1/20-5/25
Spring 2017	9408	MATH-090	Akanyirige	MWTH 9:25-10:50am SRC-W218
Spring 2015	9408	MATH-090	Akanyirige	MW 8:30-10:45am SRC-E225
Spring 2016	9408	MATH-090	Akanyirige	MW 8:30-10:45am SRC-E225
Spring 2013	9413	MATH-110SP	Akanyirige	TTH 6:30-7:45pm SRC-E160
Spring 2012	9413	MATH-110SP	Akanyirige	TTH 6:30-7:45pm SRC-E160
Spring 2019	9416	MATH-120	Akanyirige	TTH 09:35AM-12:05PM SRC-W219 1/28-5/24
Spring 2013	9420	MATH-120SP	Akanyirige	TTH 6:30-7:45pm SRC-E160
Spring 2012	9420	MATH-120SP	Akanyirige	TTH 6:30-7:45pm SRC-E160
Spring 2013	9428	MATH-135SP	Akanyirige	TTH 6:30-7:45pm SRC-E160
Spring 2012	9428	MATH-135SP	Akanyirige	TTH 6:30-7:45pm SRC-E160
Spring 2013	9430	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E225
Spring 2012	9430	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E225
Spring 2016	9430	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E225
Spring 2015	9430	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E225
Spring 2017	9430	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E225
Fall 2018	9460	MATH-182	Akanyirige	TTH 12:45PM-02:50PM SRC-E226
Fall 2017	9463	MATH-192	Akanyirige	TTH 8:30-10:45am SRC-E226
Spring 2018	9468	MATH-182	Akanyirige	TTH 11:00AM-12:50PM SRC-E227 1/20-5/25
Spring 2019	9468	MATH-182	Akanyirige	MW 11:10AM-01:15PM SRC-E227 1/28-5/24
Spring 2005	9470	MATH-193	Akanyirige	MW 1:00-3:15pm SRV-102
Fall 2016	9477	MATH-192	Akanyirige	MW 6:30-8:45pm SRC-E227
Fall 2005	9525	MATH-192	Akanyirige	MW 1:00-3:15pm SRV-102
Spring 2010	9528	MATH-142	Akanyirige	MW 11:00-12:50pm SRV-E225
Spring 2006	9528	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-225
Spring 2002	9528	MATH-142	Akanyirige	MW 12:00-1:50pm SRV-101
Spring 2005	9528	MATH-142	Akanyirige	MW 11:00-12:50pm SRV-101
Spring 2008	9528	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E225
Spring 2011	9528	MATH-142	Akanyirige	MW 11:00-12:50pm SRV-E225 1/22-5/27
Spring 2004	9528	MATH-142	Akanyirige	MW 12:00-1:50pm SRV-101
Spring 2009	9528	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E225
Spring 2007	9528	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-225
Spring 2007	9761	MATH-110	Akanyirige	MW 8:30-10:45am SRC-225
Fall 2008	9761	MATH-110	Akanyirige	F 1:00-3:50pm SRC-E160
Spring 2009	9761	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E225
Spring 2004	9761	MATH-110	Akanyirige	MW 9:30-11:45am SRV-101
Spring 2008	9761	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E225
Spring 2011	9761	MATH-110	Akanyirige	MW 8:30-10:45am SRV-E225 1/22-5/27
Spring 2010	9761	MATH-110	Akanyirige	MW 8:30-10:45am SRV-E225
Fall 2009	9761	MATH-110	Akanyirige	online 8/21-12/20
Spring 2006	9761	MATH-110	Akanyirige	MW 8:30-10:45am SRC-225
Spring 2002	9761	MATH-110	Akanyirige	MW 9:30-11:45am SRV-101
Fall 2010	9761	MATH-110	Akanyirige	online
Fall 2010	9830	MATH-050	Akanyirige	TTH 6:30-7:45pm SRV-E160
Fall 2009	9830	MATH-050	Akanyirige	TTH 7:00-8:15pm SRC-E164
Fall 2010	9831	MATH-051	Akanyirige	TTH 6:30-7:45pm SRV-E160
Fall 2009	9831	MATH-051	Akanyirige	TTH 7:00-8:15pm SRC-E164
Fall 2009	9832	MATH-052	Akanyirige	TTH 7:00-8:15pm SRC-E164
Fall 2010	9832	MATH-052	Akanyirige	TTH 6:30-7:45pm SRV-E160
Fall 2009	9833	MATH-053	Akanyirige	TTH 7:00-8:15pm SRC-E164
Fall 2010	9833	MATH-053	Akanyirige	TTH 6:30-7:45pm SRV-E160
Fall 2005	9836	MATH-110	Akanyirige	TTH 8:30-10:45am SRV-101
Fall 2004	9836	MATH-110	Akanyirige	TTH 9:30-11:45am SRV-102 8/19-12/19
Fall 2002	9836	MATH-110	Akanyirige	TTH 9:30-11:45am SRV-215
Spring 2008	9837	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRC-E176
Spring 2010	9837	MATH-110SP	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2011	9837	MATH-110SP	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Spring 2002	9837	MATH-110A	Akanyirige	TTH 7:00-9:15pm SRV-218
Spring 2004	9837	MATH-110A	Akanyirige	TTH 7:00-9:15pm SRV-110A
Spring 2005	9837	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRV-110A
Spring 2009	9837	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRC-E176
Spring 2007	9837	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRC-176
Spring 2006	9837	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRC-176
Spring 2005	9839	MATH-075	Akanyirige	TTH 9:00-10:50am SRV-102
Spring 2007	9839	MATH-075	Akanyirige	TTH 8:30-10:50am SRC-226
Spring 2006	9839	MATH-075	Akanyirige	TTH 8:30-10:50am SRC-226
Fall 2007	9841	MATH-075SP	Akanyirige	TTH 7:00-8:50pm SRC-E187 8/16-12/16
Fall 2008	9841	MATH-075SP	Akanyirige	TTH 7:00-8:50pm SRC-E187
Fall 2005	9841	MATH-075SP	Akanyirige	TTH 7:00-8:50pm SRV-110A
Fall 2006	9841	MATH-075SP	Akanyirige	TTH 7:00-8:50pm SRV-110A
Spring 2011	9842	MATH-120SP	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Spring 2010	9842	MATH-120SP	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2010	9843	MATH-135SP	Akanyirige	TTH 7:00-8:15pm SRV-E160
Fall 2009	9843	MATH-075SP	Akanyirige	TTH 7:00-8:15pm SRC-E164
Fall 2010	9843	MATH-075SP	Akanyirige	TTH 6:30-7:45pm SRV-E160
Spring 2011	9843	MATH-135SP	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Fall 2010	9846	MATH-110SP	Akanyirige	TTH 6:30-7:45pm SRV-E160
Fall 2009	9846	MATH-110SP	Akanyirige	TTH 7:00-8:15pm SRC-E164
Fall 2009	9848	MATH-120SP	Akanyirige	TTH 7:00-8:15pm SRC-E164
Fall 2010	9848	MATH-120SP	Akanyirige	TTH 6:30-7:45pm SRV-E160
Fall 2010	9849	MATH-135SP	Akanyirige	TTH 6:30-7:45pm SRV-E160
Fall 2009	9849	MATH-135SP	Akanyirige	TTH 7:00-8:15pm SRC-E164
Spring 2004	9870	MATH-110B	Akanyirige	TTH 7:00-9:15pm SRV-110A
Spring 2002	9870	MATH-110B	Akanyirige	TTH 7:00-9:15pm SRV-218
Spring 2009	0258	PSYCH-215	Akiyama	MW 9:30-10:45am ATC-113
Spring 2008	0258	PSYCH-215	Akiyama	MW 12:00-1:15pm ATC-113
Fall 2010	1509	PSYCH-145	Akiyama	MW 9:30-10:45am MA-103
Fall 2011	1529	PSYCH-101	Akiyama	MW 11:00-12:15pm LA-119 8/17-12/17
Fall 2012	1529	PSYCH-101	Akiyama	MW 11:00-12:15pm LA-119 8/17-12/17
Fall 2014	1531	PSYCH-101	Akiyama	TTH 11:00-12:20pm MA-103
Fall 2014	1545	PSYCH-101	Akiyama	TTH 12:30-1:50pm MA-101
Fall 2009	1613	PSYCH-145	Akiyama	MW 12:30-1:45pm LA-120
Fall 2010	1613	PSYCH-145	Akiyama	MW 12:30-1:45pm LA-120
Spring 2016	1618	PSYCH-225	Akiyama	TTH 11:00-12:20pm MA-104
Spring 2010	1700	PSYCH-145	Akiyama	TTH 9:30-10:45am MA-103
Fall 2012	1707	PSYCH-101	Akiyama	MW 12:30-1:45pm H-110 8/17-12/17
Fall 2011	1707	PSYCH-101	Akiyama	MW 12:30-1:45pm H-110 8/17-12/17
Fall 2008	1720	PSYCH-210	Akiyama	TTH 11:00-12:15pm MA-103
Fall 2006	1720	PSYCH-210	Akiyama	TTH 11:00-12:15pm MA-103
Fall 2005	1720	PSYCH-210	Akiyama	TTH 11:00-12:15pm MA-103
Fall 2007	1720	PSYCH-210	Akiyama	TTH 11:00-12:15pm MA-103 8/16-12/16
Spring 2010	1731	PSYCH-145	Akiyama	MW 9:30-10:45am MA-103
Spring 2016	1734	PSYCH-145	Akiyama	TTH 2:00-3:20pm LA-216
Fall 2005	1737	PSYCH-220	Akiyama	MWF 11:00-11:50am LA-119
Fall 2007	1740	PSYCH-225	Akiyama	MW 12:00-1:15pm LA-121 8/16-12/16
Fall 2009	1740	PSYCH-225	Akiyama	MW 9:30-10:45am LA-217
Fall 2005	1740	PSYCH-220	Akiyama	MWF 10:00-10:50am MA-104
Fall 2005	1745	PSYCH-210	Akiyama	MWF 1:00-1:50pm LA-121
Fall 2005	1764	PSYCH-210	Akiyama	TTH 12:30-1:45pm MA-103
Fall 2006	1764	PSYCH-210	Akiyama	TTH 12:30-1:45pm MA-101
Fall 2008	1764	PSYCH-210	Akiyama	MW 12:30-1:45pm LA-208A
Fall 2007	1764	PSYCH-210	Akiyama	TTH 12:30-1:45pm MA-104 8/16-12/16
Spring 2012	1806	PSYCH-101	Akiyama	MW 11:00-12:15pm LA-121
Spring 2013	1806	PSYCH-101	Akiyama	MW 11:00-12:15pm LA-121
Spring 2015	1811	PSYCH-101	Akiyama	MW 11:00-12:20pm LA-120
Spring 2017	1815	PSYCH-101	Akiyama	TTH 12:30-1:50pm MA-101
Spring 2015	1815	PSYCH-101	Akiyama	MW 12:30-1:50pm H-110
Spring 2007	1816	PSYCH-210	Akiyama	MW 12:00-1:15pm LA-217
Spring 2006	1816	PSYCH-210	Akiyama	MW 12:00-1:15pm LA-217
Spring 2011	1818	PSYCH-101	Akiyama	MW 12:30-1:45pm LA-217 1/22-5/27
Spring 2006	1818	PSYCH-210	Akiyama	TTH 11:00-12:15pm MA-103
Spring 2007	1818	PSYCH-210	Akiyama	TTH 11:00-12:15pm MA-103
Spring 2013	1818	PSYCH-101	Akiyama	MW 12:30-1:45pm H-110
Spring 2005	1818	PSYCH-210	Akiyama	TTH 11:00-12:15pm MA-103
